
 C	0.00000000	0.00000000	3.40000000
 C	0.00004915	-9.94182960	3.40000000
 C	-0.17560704	13.69557012	3.40000000
 C	0.17569323	6.18832343	3.40000000
 C	-0.17571778	3.75367661	3.40000000
 C	0.17576694	-13.69550621	3.40000000
 C	-0.35138646	-12.37664686	3.40000000
 C	-0.35141101	-2.43464682	3.40000000
 C	0.35143561	2.43481726	3.40000000
 C	0.35146016	-7.50718278	3.40000000
 C	-0.52701805	11.26092330	3.40000000
 C	0.52712884	8.62314068	3.40000000
 C	-0.52715339	1.31885935	3.40000000
 C	0.52720255	-11.26068896	3.40000000
 C	-0.70281373	15.01440817	3.40000000
 C	-0.70284662	-4.86946408	3.40000000
 C	0.70284662	4.86946408	3.40000000
 C	0.70289578	-5.07236553	3.40000000
 C	-0.87845366	8.82610605	3.40000000
 C	0.87855625	11.05790114	3.40000000
 C	-0.87858901	-1.11595790	3.40000000
 C	0.87861356	-8.82604213	3.40000000
 C	-10.01559482	-4.76805592	3.40000000
 C	-10.01561937	5.17394411	3.40000000
 C	10.01572196	14.71006307	3.40000000
 C	10.01577927	-5.17388020	3.40000000
 C	-10.19136176	8.92745029	3.40000000
 C	10.19143560	1.01453555	3.40000000
 C	-10.19144795	-10.95644326	3.40000000
 C	10.19144795	10.95644327	3.40000000
 C	-10.36701403	-7.20275955	3.40000000
 C	-10.36705499	2.73912686	3.40000000
 C	10.36714118	17.14476670	3.40000000
 C	10.36721488	-2.73906294	3.40000000
 C	-1.05424934	12.57959092	3.40000000
 C	-10.54278097	6.49274666	3.40000000
 C	1.05428223	7.30428134	3.40000000
 C	-1.05428224	-7.30428133	3.40000000
 C	10.54285481	3.44923919	3.40000000
 C	-10.54288356	-13.39126053	3.40000000
 C	10.54288356	13.39126053	3.40000000
 C	1.05432319	-2.63760507	3.40000000
 C	-10.71844144	-9.63752001	3.40000000
 C	-10.71849059	0.30430960	3.40000000
 C	10.71857679	19.57958396	3.40000000
 C	10.71865049	-0.30424568	3.40000000
 C	-10.89420838	4.05798620	3.40000000
 C	10.89429042	5.88405644	3.40000000
 C	-10.89429457	-15.82590735	3.40000000
 C	10.89431917	15.82607778	3.40000000
 C	-11.06987705	-12.07233726	3.40000000
 C	-11.06990161	-2.13033723	3.40000000
 C	11.06995076	-7.81149238	3.40000000
 C	11.07008611	2.13057157	3.40000000
 C	-11.24564399	1.62316895	3.40000000
 C	11.24572604	8.31887370	3.40000000
 C	-11.24573018	-18.26072460	3.40000000
 C	11.24573018	18.26072460	3.40000000
 C	-11.42128806	-14.50698408	3.40000000
 C	-11.42133722	-4.56515448	3.40000000
 C	11.42138637	-5.37667512	3.40000000
 C	11.42149712	4.56521839	3.40000000
 C	-11.59705500	-0.81147787	3.40000000
 C	-11.59710415	9.13035173	3.40000000
 C	11.59710415	-9.13035173	3.40000000
 C	11.59713705	10.75352052	3.40000000
 C	-11.77272368	-16.94180134	3.40000000
 C	-11.77274823	-6.99980130	3.40000000
 C	11.77279738	-2.94202830	3.40000000
 C	11.77293273	7.00003565	3.40000000
 C	-11.94849061	-3.24629513	3.40000000
 C	-11.94851516	6.69570491	3.40000000
 C	11.94853976	-6.69553447	3.40000000
 C	11.94857266	13.18833777	3.40000000
 C	-12.12418384	-9.43461856	3.40000000
 C	12.12423299	-0.50721105	3.40000000
 C	12.12434374	9.43468247	3.40000000
 C	-1.22988927	6.39128879	3.40000000
 C	1.22997546	13.49260477	3.40000000
 C	-12.29992622	-5.68111238	3.40000000
 C	-12.29995078	4.26088765	3.40000000
 C	12.29995078	-4.26088765	3.40000000
 C	12.30000007	15.62309823	3.40000000
 C	-1.23000822	-3.55066153	3.40000000
 C	1.23004917	-6.39122487	3.40000000
 C	-12.47561945	-11.86943581	3.40000000
 C	12.47566040	1.92754941	3.40000000
 C	12.47577935	11.86949973	3.40000000
 C	-12.65134544	-8.11581602	3.40000000
 C	12.65138639	-1.82607039	3.40000000
 C	-12.65138639	1.82607040	3.40000000
 C	12.65141928	18.05780186	3.40000000
 C	-12.82705506	-14.30425308	3.40000000
 C	12.82707961	4.36225304	3.40000000
 C	12.82721496	14.30431699	3.40000000
 C	-13.00277284	-10.55057647	3.40000000
 C	-13.00282200	-0.60874687	3.40000000
 C	13.00282200	0.60874687	3.40000000
 C	13.00285489	20.49261911	3.40000000
 C	-13.17846607	-16.73889990	3.40000000
 C	13.17851523	6.79707029	3.40000000
 C	13.17865057	16.73913424	3.40000000
 C	-13.35420846	-12.98539372	3.40000000
 C	-13.35423301	-3.04339369	3.40000000
 C	13.35425761	3.04356412	3.40000000
 C	13.35428216	-6.89843592	3.40000000
 C	-13.52990169	-19.17371715	3.40000000
 C	13.52995084	9.23188755	3.40000000
 C	13.53006159	19.17378106	3.40000000
 C	-13.70561947	-15.42004054	3.40000000
 C	-13.70566862	-5.47821094	3.40000000
 C	13.70566862	5.47821094	3.40000000
 C	13.70571777	-4.46361866	3.40000000
 C	13.88136185	11.66653437	3.40000000
 C	-1.40566855	10.14488728	3.40000000
 C	-14.05705508	-17.85485780	3.40000000
 C	-14.05707963	-7.91285776	3.40000000
 C	14.05710423	7.91302820	3.40000000
 C	14.05712879	-2.02897184	3.40000000
 C	-1.40571784	-9.73909860	3.40000000
 C	1.40571784	9.73909860	3.40000000
 C	1.40574240	-0.20290144	3.40000000
 C	14.23279746	14.10135163	3.40000000
 C	-14.40851525	-10.34767502	3.40000000
 C	14.40851525	10.34767502	3.40000000
 C	14.40856440	0.40584542	3.40000000
 C	14.58422487	16.53611208	3.40000000
 C	14.75995085	12.78249228	3.40000000
 C	-14.75995086	-12.78249227	3.40000000
 C	14.75999181	2.84060587	3.40000000
 C	14.93564408	18.97081571	3.40000000
 C	-15.11138647	-15.21730954	3.40000000
